Locus tag,Locus,log_fc,pvalue
Rv1652,argC,-0.27947381724487175,0.226
Rv2989,,-0.2784722608592424,0.3917
Rv3042c,serB2,-0.27817188389357284,0.2396
Rv0271c,fadE6,-0.27798330272336974,0.0074
Rv2420c,,-0.2776089367281244,0.0513
Rv3257c,pmmA,-0.2770748918306213,0.2301
Rv0231,fadE4,-0.27683100541587596,0.0064
Rv0149,,-0.2766727234302309,0.0772
Rv3853,rraA,-0.2760655561298567,0.0453
Rv1872c,lldD2,-0.27602532899891236,0.2162
Rv1213,glgC,-0.2743364493471857,0.0999
Rv3079c,,-0.27428186217877304,0.0331
Rv3594,,-0.2734849471253528,0.4832
Rv3762c,,-0.2726871664894669,0.0188
Rv3543c,fadE29,-0.27133736504702505,0.251
Rv0502,,-0.2710365902102668,0.3123
Rv1178,,-0.2689533535821825,0.2575
Rv2225,panB,-0.2683963787204243,0.0845
Rv2780,ald,-0.2683284355451882,0.0054
Rv0825c,,-0.2672189783143414,0.2977
Rv0799c,,-0.26696967795914206,0.1332
Rv1823,,-0.2668220841474627,0.5118
Rv3504,fadE26,-0.2667044688989321,0.2959
Rv3587c,,-0.2666718904753574,0.3041
Rv1366,,-0.2665527772627793,0.3974
Rv3772,hisC2,-0.26618182566747506,0.2224
Rv1501,,-0.2651289139404307,0.0319
Rv2802c,,-0.26438310274091437,0.1593
Rv0565c,,-0.2638690212273318,0.0691
Rv2837c,,-0.2638376224809323,0.2277
Rv2681,,-0.2631422850928988,0.0335
Rv1524,,-0.26284632226128457,0.0733
Rv0140,,-0.2627703193421949,0.2756
Rv2152c,murC,-0.2623669644200672,0.0107
Rv1709,scpA,-0.26216583135821925,0.0208
Rv3808c,glfT2,-0.2613198371881962,0.283
Rv0462,lpdC,-0.26066119176318336,0.0976
Rv1409,ribG,-0.2606460068098978,0.1888
Rv3526,kshA,-0.2604726634902322,0.3472
Rv2303c,,-0.2593085142609514,0.0989
Rv0038,,-0.25907711541593037,0.2799
Rv3091,,-0.2587925859975015,0.0112
Rv1098c,fum,-0.25873604781909987,0.1862
Rv3132c,devS,-0.25805367586101785,0.2654
Rv3695,,-0.25791381589316975,0.5611
Rv2071c,cobM,-0.2575717405476487,0.0522
Rv2475c,,-0.2574221109996897,0.2248
Rv2476c,gdh,-0.2570713550491999,0.0082
Rv0161,,-0.2570137560083933,0.1209
Rv2096c,pafB,-0.2569414349840585,0.2623
Rv1658,argG,-0.25548127123832576,0.2511
Rv2607,pdxH,-0.25511282631381166,0.1092
Rv2859c,,-0.2548597074929459,0.2486
Rv3305c,amiA1,-0.25348489845038347,0.1197
Rv2623,TB31.7,-0.2525339394582386,0.4444
Rv3685c,cyp137,-0.2523088050470304,0.2117
Rv1462,,-0.2512978606954961,0.1548
Rv0998,,-0.2512318215795694,0.1885
Rv3116,moeB2,-0.25115657209654346,0.506
Rv0500A,,-0.2509899552710795,0.5634
Rv1908c,katG,-0.2507158768170646,0.1257
Rv3005c,,-0.25043590053575926,0.5976
Rv3396c,guaA,-0.25030386394444976,0.0337
Rv3044,fecB,-0.24856388871691135,0.3564
Rv0704,rplB,-0.2485599712014967,0.4134
Rv2720,lexA,-0.24850596607157263,0.0154
Rv2455c,,-0.24815448876804688,0.0333
Rv0045c,,-0.24778212476886963,0.0981
Rv0937c,mku,-0.2477010409018184,0.111
Rv0491,regX3,-0.24717973852100475,0.5235
Rv2915c,,-0.24717485914586945,0.3217
Rv1059,,-0.2468869030614064,0.0921
Rv2457c,clpX,-0.24561356247707164,0.2439
Rv1600,hisC1,-0.24555079311699463,0.1601
Rv0812,,-0.24508872351230176,0.2805
Rv0237,lpqI,-0.24402368067052166,0.3261
Rv3215,entC,-0.24351490935504738,0.2475
Rv1695,ppnK,-0.2434437435322171,0.3073
Rv2364c,era,-0.2419879136628602,0.1485
Rv3167c,,-0.2415955815438836,0.3221
Rv2062c,cobN,-0.24159326758124752,0.1423
Rv3712,,-0.24157396434975878,0.3502
Rv2343c,dnaG,-0.23981460415553071,0.0119
Rv1383,carA,-0.239727916631804,0.226
Rv2129c,,-0.2388672105729359,0.2561
Rv1631,coaE,-0.23741153452667227,0.2532
Rv1215c,,-0.23738193235322871,0.3109
Rv1633,uvrB,-0.237285709560953,0.0419
Rv0542c,menE,-0.2369804292328471,0.1922
Rv0890c,,-0.2368836727085195,0.5888
Rv3287c,rsbW,-0.23682279961852123,0.3441
Rv1641,infC,-0.23648805633532413,0.4416
Rv1627c,,-0.23525888741005643,0.1895
Rv3157,nuoM,-0.23446244740786967,0.8704
Rv1245c,,-0.2336918304778132,0.2608
Rv0938,ligD,-0.23342270398381765,0.3077
Rv0212c,nadR,-0.23304314080416427,0.2863
Rv1516c,,-0.2327087452478092,0.2687
Rv1597,,-0.23218494982133595,0.136
Rv2159c,,-0.23117747046706436,0.2081
Rv1380,pyrB,-0.23024106519374157,0.524
Rv3790,dprE1,-0.2300021095982181,0.2727
Rv1547,dnaE1,-0.22990308715646002,0.2206
Rv3570c,hsaA,-0.22944824806406763,0.3851
Rv2584c,apt,-0.22916927471929063,0.3917
Rv0897c,,-0.2288086437620074,0.0077
Rv3528c,,-0.2285435022720033,0.2322
Rv1729c,,-0.22776419724640934,0.2415
Rv3051c,nrdE,-0.2277462034832582,0.0605
Rv0639,nusG,-0.22757052239826708,0.1839
Rv0629c,recD,-0.2273929911430011,0.1322
Rv2474c,,-0.2271664000172568,0.2724
Rv3340,metC,-0.2267784415533795,0.5734
Rv2449c,,-0.22613733109124728,0.1615
Rv0889c,citA,-0.22603324298887634,0.2177
Rv3787c,,-0.22602864732767325,0.1237
Rv1322A,,-0.22547109477793909,0.3941
Rv3422c,,-0.22490557567371094,0.4638
Rv2956,,-0.2233946061518732,0.5015
Rv2439c,proB,-0.22315740134578385,0.4111
Rv2259,mscR,-0.22312104363083202,0.0236
Rv2786c,ribF,-0.22253595165949067,0.1359
Rv0182c,sigG,-0.22228956800987168,0.1854
Rv1043c,,-0.22136891256104924,0.4058
Rv0837c,,-0.22131719005091624,0.388
Rv2337c,,-0.22117592267926717,0.4122
Rv3863,,-0.219528978468382,0.1469
Rv2222c,glnA2,-0.21900087735588458,0.3426
Rv0456c,echA2,-0.2189963887134767,0.0563
Rv2074,,-0.2181043816995857,0.0636
Rv0675,echA5,-0.21802009829155172,0.223
Rv0766c,cyp123,-0.21759682246012882,0.2253
Rv1307,atpH,-0.21712682731437355,0.4753
Rv3048c,nrdF2,-0.21667076522125248,0.5031
Rv3714c,,-0.21661019458860056,0.0433
Rv3799c,accD4,-0.21623119967061377,0.0685
Rv2751,,-0.21603542981718618,0.3117
Rv3548c,,-0.21585852274690306,0.0522
Rv3708c,asd,-0.21550386634133517,0.2446
Rv2048c,pks12,-0.21529717590989836,0.2437
Rv3106,fprA,-0.2136440895096347,0.1018
Rv1683,,-0.21213634675277918,0.2079
Rv0184,,-0.21170793205097518,0.0972
Rv0503c,cmaA2,-0.21133841410664914,0.0897
Rv2338c,moeW,-0.21126920263422622,0.0885
Rv3907c,pcnA,-0.21075699259833902,0.2075
Rv1742,,-0.21040318957163914,0.2811
Rv1761c,,-0.21032139653330625,0.3928
Rv1867,,-0.21032021831684003,0.0635
Rv0262c,aac,-0.20913354905587017,0.3039
Rv0060,,-0.20893987202030342,0.3555
Rv3040c,,-0.20882581912999829,0.1296
Rv1712,cmk,-0.20813275333515138,0.0996
Rv1492,mutA,-0.2075188378427403,0.2513
Rv2566,,-0.2066163255892865,0.0738
Rv2580c,hisS,-0.206326579008534,0.3245
Rv3137,,-0.2060887386893448,0.0992
Rv1461,,-0.20552952004880026,0.1119
Rv3080c,pknK,-0.20551961167382948,0.3839
Rv2904c,rplS,-0.2054995771209431,0.5232
Rv1387,PPE20,-0.20343603242956476,0.0895
Rv1523,,-0.20336522828094533,0.1057
Rv0394c,,-0.2028146942294934,0.2496
Rv1656,argF,-0.20273757199622683,0.3406
Rv2477c,,-0.20235335406977353,0.0469
Rv1210,tagA,-0.20124386097784042,0.3883
Rv1185c,fadD21,-0.20110416875817466,0.1921
Rv2147c,,-0.20084671221212927,0.5636
Rv3332,nagA,-0.20070091710969773,0.0167
Rv2793c,truB,-0.2005640363996908,0.0455
Rv2117,,-0.20051208587932473,0.3621
Rv3228,,-0.20035063582423224,0.088
Rv1074c,fadA3,-0.2001850300990164,0.3608
Rv2008c,,-0.19987546177502427,0.272
Rv3523,ltp3,-0.1997294775601735,0.4044
Rv2852c,mqo,-0.19951993644769672,0.3499
Rv3692,moxR2,-0.19927887958518867,0.3284
Rv3208A,TB9.4,-0.1990384037253575,0.3152
Rv1878,glnA3,-0.19901608324707867,0.133
Rv2017,,-0.19848993039641083,0.1778
Rv2212,,-0.1977792294138331,0.3029
Rv1289,,-0.19751881886986158,0.5283
Rv1063c,,-0.1968436456595597,0.3571
Rv0800,pepC,-0.19633765261983444,0.4099
Rv0281,,-0.19616261294882345,0.3634
Rv1905c,aao,-0.1961351574196059,0.3691
Rv2213,pepB,-0.19570735943261738,0.4449
Rv2986c,hupB,-0.195390630721138,0.9445
Rv2996c,serA1,-0.19467936784208414,0.0743
Rv0323c,,-0.19426709531920908,0.5171
Rv0499,,-0.19424476429872414,0.2875
Rv2888c,amiC,-0.19410951037440424,0.0048
Rv1722,,-0.1935803906961918,0.1457
Rv0376c,,-0.19347325916832406,0.2924
Rv0337c,aspC,-0.19322059927248364,0.3827
Rv0727c,fucA,-0.19310950498025742,0.3633
Rv1385,pyrF,-0.19305414248409383,0.4829
Rv1957,,-0.19288128971893398,0.2768
Rv2923c,,-0.19242726586587355,0.4293
Rv3488,,-0.1912981627690627,0.343
Rv0179c,lprO,-0.19107219913718493,0.4645
Rv2211c,gcvT,-0.1902287604871789,0.4112
Rv1193,fadD36,-0.19018969745716816,0.301
Rv2732c,,-0.1900305819372672,0.5685
Rv2345,,-0.18997701886574486,0.4491
Rv3568c,hsaC,-0.1894297522399366,0.0964
Rv3535c,hsaG,-0.18936000242609383,0.2219
Rv0543c,,-0.18930924026810136,0.5147
Rv2671,ribD,-0.1891921163205008,0.2952
Rv2095c,pafC,-0.18886167790019553,0.3499
Rv0858c,dapC,-0.18879459131743673,0.452
Rv0640,rplK,-0.18861592701115754,0.1495
Rv0911,,-0.1885171502503789,0.2312
Rv3778c,,-0.18838177969941017,0.2551
Rv1630,rpsA,-0.18825629906858604,0.1931
Rv3722c,,-0.1879447063180919,0.2395
Rv1239c,corA,-0.18756938313120064,0.5866
Rv0645c,mmaA1,-0.1873743641696302,0.1572
Rv0300,vapB2,-0.18725103528937645,0.8802
Rv0360c,,-0.18599803374383284,0.5123
Rv0636,hadB,-0.18568097407301482,0.13
Rv0505c,serB1,-0.18563863960161936,0.6005
Rv0560c,,-0.18473536913818275,0.1985
Rv0474,,-0.1844047383143404,0.3893
Rv2752c,,-0.18417987215626486,0.1512
Rv2568c,,-0.1838570127441579,0.4011
Rv1537,dinX,-0.18350014186426378,0.3445
Rv3747,,-0.18315265317426233,0.1348
Rv2785c,rpsO,-0.1826328819119322,0.138
Rv0255c,cobQ1,-0.1823314520765994,0.2727
Rv3420c,rimI,-0.18233058437108404,0.4306
Rv3432c,gadB,-0.1813397315303667,0.2994
Rv2766c,,-0.18082038143442522,0.1115
Rv0144,,-0.18065073369169815,0.3117
Rv3546,fadA5,-0.18011872024826026,0.3906
Rv0708,rplP,-0.17871789359988244,0.5486
Rv0674,,-0.17810035019468862,0.5197
Rv0672,fadE8,-0.17778548604710034,0.1374
Rv0428c,,-0.17728954309407766,0.1498
Rv1773c,,-0.17566405432776877,0.5
Rv3871,eccCb1,-0.17502724829933228,0.3161
Rv3913,trxB2,-0.17489962772445095,0.4411
Rv0339c,,-0.17481930617363242,0.1502
Rv1512,epiA,-0.17403064768452384,0.2911
Rv2037c,,-0.17398062827738228,0.1619
Rv0740,,-0.17335966056769767,0.3962
Rv0409,ackA,-0.17306148274469532,0.0931
Rv1828,,-0.1721035427157317,0.3138
Rv0042c,,-0.17196970311929133,0.4996
Rv1485,hemZ,-0.17166665863882918,0.3922
Rv2725c,hflX,-0.17159543284933285,0.4767
Rv3680,,-0.17144425216004477,0.3311
Rv2124c,metH,-0.17092118979982127,0.2782
Rv1017c,prsA,-0.17078899078724152,0.1432
Rv2251,,-0.17010759192926417,0.0558
Rv2992c,gltS,-0.17005427887740165,0.1099
Rv1711,,-0.16993141082255675,0.3927
Rv3860,,-0.1696918734759195,0.5496
Rv3457c,rpoA,-0.16865887147550215,0.4139
Rv2410c,,-0.16846034946360258,0.365
Rv1511,gmdA,-0.16798575437972252,0.4513
Rv1071c,echA9,-0.16770887978603333,0.3676
Rv1260,,-0.16765583666491737,0.3982
Rv1707,,-0.16759255319407512,0.775
Rv0074,,-0.16738353498694722,0.4555
Rv2216,,-0.1673272708222197,0.2819
Rv3515c,fadD19,-0.16692784092445545,0.1049
Rv2987c,leuD,-0.166423424546026,0.5696
Rv2579,dhaA,-0.16637413507851928,0.1728
Rv0427c,xthA,-0.16589119810722172,0.3363
Rv2689c,,-0.16551796732948934,0.3797
Rv0547c,,-0.1645822175958938,0.3981
Rv2416c,eis,-0.1645411950352586,0.3377
Rv3801c,fadD32,-0.16445538185565156,0.0727
Rv2066,cobIJ,-0.16443495967168908,0.2912
Rv2548A,,-0.164216152648158,0.9479
Rv3701c,egtD,-0.1640823817162273,0.1606
Rv1202,dapE,-0.16317232869522744,0.2169
Rv2157c,murF,-0.162351231692746,0.1739
Rv3046c,,-0.1612526632241871,0.5443
Rv0633c,,-0.1612355121770973,0.5559
Rv2315c,,-0.160679713845423,0.1549
Rv1133c,metE,-0.16042677971550448,0.0753
Rv1154c,,-0.16040720710651715,0.3621
Rv0005,gyrB,-0.1601115695686756,0.3688
Rv0597c,,-0.15994163518082608,0.4214
Rv1062,,-0.1594388943183108,0.5567
Rv0809,purM,-0.159322998977364,0.281
Rv0167,yrbE1A,-0.1592894203930586,0.6066
Rv3330,dacB1,-0.15798623261567477,0.5476
Rv0855,far,-0.15773701677702956,0.4708
Rv3804c,fbpA,-0.15749126648906017,0.3118
Rv0757,phoP,-0.15485050235975992,0.3365
Rv3084,lipR,-0.15418384598363588,0.5654
Rv1794,,-0.1538781040269335,0.2324
Rv0726c,,-0.1536827498382507,0.2098
Rv0904c,accD3,-0.15303899530710863,0.2652
Rv1514c,,-0.15298540768000582,0.4054
Rv3846,sodA,-0.1522070312206315,0.2117
Rv1871c,,-0.1520716511964278,0.2246
Rv1508c,,-0.152052277837418,0.6407
Rv1785c,cyp143,-0.15183985703605654,0.5516
Rv0324,,-0.15138912538525434,0.4473
Rv3709c,ask,-0.15135083279383435,0.3876
Rv2296,,-0.1507913601533712,0.1276
Rv1309,atpG,-0.1504667269428101,0.553
Rv2230c,,-0.14949894020066795,0.0898
Rv3088,tgs4,-0.14933535467898085,0.6724
Rv1611,trpC,-0.14926933600396047,0.2768
Rv2981c,ddlA,-0.14888375160087275,0.4361
Rv2467,pepN,-0.14878107207264357,0.0851
Rv2360c,,-0.14875373541477463,0.5094
Rv3918c,parA,-0.14859379554286717,0.6292
Rv3534c,hsaF,-0.1483897484395034,0.5166
Rv3644c,,-0.14820854774947334,0.2283
Rv0719,rplF,-0.1480019355466914,0.5368
Rv2350c,plcB,-0.1479546236587324,0.4382
Rv2971,,-0.1478082685953211,0.2053
Rv3045,adhC,-0.14762043892552631,0.5029
Rv0435c,,-0.14715969883029617,0.1618
Rv1769,,-0.1459796427868061,0.5536
Rv3704c,gshA,-0.14574758302439192,0.4242
Rv0349,,-0.14447280138470728,0.041
Rv1329c,dinG,-0.14400654707013008,0.3578
Rv3858c,gltD,-0.14350515603251215,0.2002
Rv3415c,,-0.14304151485817596,0.5028
Rv0643c,mmaA3,-0.1426709309499176,0.3153
Rv0400c,fadE7,-0.14230171025766508,0.4386
Rv1011,ispE,-0.142170413283219,0.4177
Rv1112,,-0.1404671091170815,0.4414
Rv3226c,,-0.13995008975635756,0.4602
Rv1901,cinA,-0.13987122683492645,0.3671
Rv0818,,-0.13944740873442718,0.1739
Rv1928c,,-0.13924301665358943,0.5372
Rv0357c,purA,-0.13886047569203747,0.4305
Rv2731,,-0.13883943815942165,0.5682
Rv3154,nuoJ,-0.13810193556496,0.5777
Rv3227,aroA,-0.13808575285318403,0.4449
Rv3730c,,-0.13729231979681072,0.1956
Rv1653,argJ,-0.13707633939713346,0.1951
Rv2089c,pepE,-0.13640357954999313,0.3565
Rv1077,cbs,-0.13623356399970446,0.2075
Rv1879,,-0.13613156342760077,0.3158
Rv2462c,tig,-0.13541695253263064,0.3356
Rv1297,rho,-0.13529899372572873,0.0434
Rv3041c,,-0.13498785011024114,0.2103
Rv2221c,glnE,-0.13494947933719936,0.3281
Rv2851c,,-0.1347019804932336,0.5884
Rv0295c,,-0.13439142837049245,0.3453
Rv2298,,-0.13402021659399646,0.1719
Rv0558,menH,-0.13401366273164436,0.5243
Rv2868c,gcpE,-0.13372493504185595,0.4228
Rv1106c,,-0.13312608729813363,0.4914
Rv0270,fadD2,-0.13274773004504753,0.061
Rv0498,,-0.132665122479783,0.4772
Rv1143,mcr,-0.13196335126310885,0.5043
Rv2691,ceoB,-0.13189744700559666,0.3108
Rv1299,prfA,-0.13157071790816585,0.3436
Rv2438c,nadE,-0.1305862299099261,0.1438
Rv0163,,-0.12947182465009563,0.229
Rv1402,priA,-0.1287794085893936,0.4392
Rv3895c,eccB2,-0.128666747750115,0.6823
Rv2139,pyrD,-0.1276325982876584,0.5159
Rv3721c,dnaZX,-0.12714363629182177,0.2972
Rv1350,fabG2,-0.1270683619635521,0.4731
Rv0715,rplX,-0.12687812912284033,0.5416
Rv1708,,-0.12613978747889273,0.1335
Rv2336,,-0.12608182744645247,0.6178
Rv2041c,,-0.12590810430829918,0.5394
Rv0880,,-0.1254571249380066,0.5413
Rv1725c,,-0.12513982210179672,0.9732
Rv0536,galE3,-0.12460062810716775,0.5162
Rv2488c,,-0.12417632521574203,0.5092
Rv2696c,,-0.1241681136354322,0.4522
Rv3282,,-0.12413340759787386,0.4192
Rv3696c,glpK,-0.12366229528937099,0.1882
Rv2006,otsB1,-0.12364451659044005,0.5184
Rv0673,echA4,-0.12355418354255214,0.3981
Rv1206,fadD6,-0.12354193821575732,0.5237
Rv0718,rpsH,-0.1234725527103216,0.369
Rv3264c,manB,-0.12256358998072595,0.4117
Rv0472c,,-0.1223705826449935,0.5367
Rv1649,pheS,-0.12220809751440662,0.5301
Rv2922c,smc,-0.12209226015873663,0.0788
Rv2121c,hisG,-0.12195480945251466,0.1897
Rv0831c,,-0.12125680912388444,0.2666
Rv2692,ceoC,-0.12123173772586499,0.3345
Rv2753c,dapA,-0.12101749430833895,0.046
Rv3554,fdxB,-0.11999321294521344,0.6492
Rv3505,fadE27,-0.11977717875607367,0.3779
Rv0959,,-0.11959501064686569,0.625
Rv2850c,,-0.11935709860131767,0.4567
Rv1126c,,-0.11913453770947728,0.6403
Rv2386c,mbtI,-0.11885610634209717,0.2708
Rv0949,uvrD1,-0.11871515099587863,0.3197
Rv3214,gpm2,-0.11830657984199834,0.3792
Rv3001c,ilvC,-0.11790019624122874,0.57
Rv3099c,,-0.11752270407284535,0.2107
Rv0840c,pip,-0.1169584239575318,0.4651
Rv1092c,coaA,-0.11687913676974984,0.0531
Rv1422,,-0.11673511768544251,0.566
Rv0803,purL,-0.11566941038348293,0.1977
Rv2214c,ephD,-0.1150628293096297,0.5872
Rv3261,fbiA,-0.11488858777487258,0.3564
Rv3296,lhr,-0.11420281996378889,0.3739
Rv0861c,ercc3,-0.11397094759205761,0.1602
Rv1316c,ogt,-0.11386303568994563,0.417
Rv2307c,,-0.11265060725983891,0.3817
Rv1977,,-0.11248812834084396,0.4564
Rv3774,echA21,-0.11236409616563765,0.2118
Rv1534,,-0.11222134584035184,0.649
Rv0415,thiO,-0.11218504121951932,0.6039
Rv0408,pta,-0.11182075135332976,0.4569
Rv1612,trpB,-0.11116118511832447,0.5814
Rv0868c,moaD2,-0.11085528259687148,0.9662
Rv1464,csd,-0.10973071036872947,0.4458
Rv3856c,,-0.10958896552203781,0.6037
Rv0504c,,-0.1095572700623202,0.3667
Rv1719,,-0.10955408378746985,0.2177
Rv0551c,fadD8,-0.1093839829459024,0.2159
Rv3797,fadE35,-0.10920375494826802,0.1009
Rv1559,ilvA,-0.1088239355009127,0.5366
Rv1324,,-0.10866905563095709,0.5072
Rv1894c,,-0.1084528419964853,0.3876
Rv2252,,-0.10742829651264607,0.5035
Rv2858c,aldC,-0.10736065754472784,0.2455
Rv1207,folP2,-0.10615416606536299,0.4037
Rv3849,espR,-0.1052987532492454,0.3712
Rv2375,,-0.10521064865657469,0.5388
Rv2344c,dgt,-0.10517895945866898,0.2845
Rv3670,ephE,-0.10480810642190347,0.3269
Rv0928,pstS3,-0.1045378269693745,0.6873
Rv2153c,murG,-0.10444725540403982,0.4468
Rv2901c,,-0.10419383545893199,0.6032
Rv2411c,,-0.10340174419772606,0.3204
Rv3715c,recR,-0.10245384789657114,0.6965
Rv1563c,treY,-0.10227778764982688,0.4535
Rv0549c,vapC3,-0.10217309036121085,0.8588
Rv0759c,,-0.10169738647410755,0.3997
Rv2388c,hemN,-0.10156431456788642,0.6728
Rv3818,,-0.10143568936197088,0.4808
Rv2531c,,-0.10142461820329356,0.3315
Rv0957,purH,-0.10114517831973094,0.2516
Rv3207c,,-0.0993111453760563,0.934
Rv1925,fadD31,-0.09917685422947391,0.115
Rv1864c,,-0.0991001712928549,0.8615
Rv2845c,proS,-0.0989896028970607,0.0524
Rv0983,pepD,-0.09850593461982644,0.5489
Rv0440,groEL2,-0.098321299367023,0.3812
Rv0317c,glpQ2,-0.0982865279632099,0.6394
Rv2953,,-0.09816580140249435,0.5578
Rv2427c,proA,-0.0969337297116197,0.5842
Rv0956,purN,-0.09647673478367298,0.4017
Rv2593c,ruvA,-0.09586592005465983,0.6081
Rv2165c,,-0.09493305483935391,0.4512
Rv3012c,gatC,-0.09485033168452676,0.6907
Rv0568,cyp135B1,-0.09484004514863605,0.5833
Rv1454c,qor,-0.09483664704945198,0.6143
Rv3274c,fadE25,-0.09459761805613527,0.6513
Rv0706,rplV,-0.09441675480603463,0.3353
Rv0438c,moeA2,-0.09381982914590252,0.6288
Rv1463,,-0.09380112004770895,0.0803
Rv3876,espI,-0.09304732428815814,0.7526
Rv2966c,,-0.09288912702111164,0.2841
Rv3002c,ilvN,-0.09283195718054635,0.5902
Rv1368,lprF,-0.09257351128117394,0.64
Rv3566c,nat,-0.09248077843609656,0.5698
Rv1295,thrC,-0.0922285200502337,0.584
Rv1084,,-0.09221989938018889,0.437
Rv0765c,,-0.0922035591741494,0.5909
Rv3460c,rpsM,-0.09165919772174835,0.5328
Rv2569c,,-0.09053225285315947,0.5652
Rv2718c,nrdR,-0.09020039215271707,0.6416
Rv1360,,-0.09017050428411753,0.4976
Rv2781c,,-0.08943253513890405,0.6024
Rv1533,,-0.08837668078531337,0.5691
Rv0546c,,-0.08706038661457476,0.5203
Rv0439c,,-0.08693972423057307,0.3773
Rv2521,bcp,-0.08673694105803684,0.772
Rv1007c,metS,-0.08647738951945087,0.4181
Rv0175,,-0.08634410373490736,0.6905
Rv2739c,,-0.08634164715790862,0.5595
Rv0348,,-0.0863322445012727,0.8067
Rv0953c,,-0.08590930927482844,0.3809
Rv0931c,pknD,-0.08569649773821422,0.68
Rv3307,deoD,-0.08491494198000446,0.403
Rv0141c,,-0.08469063062808757,0.5973
Rv3009c,gatB,-0.08413598540323645,0.5077
Rv0162c,adhE1,-0.08399825419468337,0.6647
Rv3842c,glpQ1,-0.08359020162517451,0.578
Rv2238c,ahpE,-0.08351475760308955,0.7478
Rv2701c,suhB,-0.08333106841523188,0.4496
Rv0946c,pgi,-0.08306657708855361,0.459
Rv0853c,pdc,-0.08278933690547798,0.2498
Rv2207,cobT,-0.08278585354185772,0.5869
Rv0075,,-0.08121737290344914,0.6163
Rv0903c,prrA,-0.08114463855575088,0.5966
Rv3509c,ilvX,-0.08110231097102981,0.2911
Rv0407,fgd1,-0.08091621699206608,0.658
Rv1293,lysA,-0.08084886456399179,0.629
Rv3280,accD5,-0.07983461415851413,0.206
Rv1830,,-0.0795253484478445,0.5471
Rv2314c,,-0.07951071118577606,0.5971
Rv2042c,,-0.07949070357440298,0.6172
Rv3516,echA19,-0.0789288130685241,0.6435
Rv0844c,narL,-0.07891881762014943,0.506
Rv3417c,groEL1,-0.07731772694054717,0.3979
Rv1424c,,-0.07730877464497127,0.6845
Rv0873,fadE10,-0.07679498483440979,0.1421
Rv1020,mfd,-0.07672558977651857,0.0623
Rv3442c,rpsI,-0.07661333959389924,0.6826
Rv0234c,gabD1,-0.07658239175620278,0.3476
Rv2680,,-0.07649614380437497,0.5698
Rv0172,mce1D,-0.07645805645783721,0.7439
Rv1688,mpg,-0.07635850741175901,0.652
Rv0013,trpG,-0.07626257807272245,0.4988
Rv1264,,-0.07620683330070242,0.6276
Rv2750,,-0.07607460724092285,0.3137
Rv1896c,,-0.07600948719978479,0.5057
Rv2574,,-0.07584361826096304,0.6964
Rv3140,fadE23,-0.07568486176770009,0.6526
Rv3817,,-0.07530397348441323,0.6014
Rv2118c,,-0.07479973559807802,0.5718
Rv0425c,ctpH,-0.07472913777348394,0.387
Rv3398c,idsA1,-0.07419083833639697,0.942
Rv2510c,,-0.0729866865518317,0.5301
Rv0426c,,-0.07273705154441903,0.7748
Rv0775,,-0.07264699133541264,0.6816
