Locus tag,Locus,log_fc,pvalue
Rv0437c,psd,-0.07245360989427611,0.6886
Rv2260,,-0.07241388050679627,0.4561
Rv1330c,pncB1,-0.07144892229023887,0.6505
Rv2229c,,-0.07129612766695552,0.585
Rv2984,ppk1,-0.07115790656664468,0.0838
Rv2839c,infB,-0.07062898668628101,0.5968
Rv2528c,mrr,-0.07028602670478104,0.5636
Rv0705,rpsS,-0.06941658775510763,0.8039
Rv0731c,,-0.06926926385412249,0.5357
Rv3490,otsA,-0.06912796150952547,0.5392
Rv3603c,,-0.06902168440501577,0.688
Rv2444c,rne,-0.06859649531623173,0.4883
Rv3719,,-0.06783979470872659,0.5402
Rv3205c,,-0.06771645808034293,0.6095
Rv2357c,glyS,-0.0674693503660694,0.6286
Rv3679,,-0.06691935794503279,0.67
Rv1093,glyA1,-0.06647150068864824,0.6669
Rv3438,,-0.0657410140925771,0.7037
Rv2204c,,-0.06568190758510177,0.6737
Rv0487,,-0.06541931724922265,0.6333
Rv3700c,egtE,-0.06534627355747473,0.6559
Rv0321,dcd,-0.06492119530502087,0.6562
Rv2374c,hrcA,-0.06487791007791004,0.3073
Rv2394,ggtB,-0.06424258190400997,0.7225
Rv2927c,,-0.06374639077593923,0.9282
Rv2677c,hemY,-0.06371775254266869,0.6303
Rv1812c,,-0.06344481711727205,0.691
Rv1613,trpA,-0.06341077320729269,0.6006
Rv2299c,htpG,-0.0619258295928995,0.4668
Rv1190,,-0.06174189274335653,0.7327
Rv1428c,,-0.06059428163815276,0.7246
Rv3105c,prfB,-0.060072959250011014,0.7193
Rv2502c,accD1,-0.05954846037392855,0.5363
Rv0720,rplR,-0.059284016933832034,0.7478
Rv0654,,-0.05847764268472393,0.4844
Rv3038c,,-0.058394216037251395,0.6562
Rv1061,,-0.05759688443511669,0.5812
Rv1079,metB,-0.05753047629455224,0.6394
Rv3418c,groES,-0.05700475858510608,0.5493
Rv1697,,-0.05631191812908604,0.9808
Rv2950c,fadD29,-0.05625206184231914,0.9703
Rv0862c,,-0.05615636998355884,0.7252
Rv3423c,alr,-0.055687865982179445,0.7105
Rv2051c,ppm1,-0.055393412888374106,0.7654
Rv2889c,tsf,-0.05517245551168452,0.7725
Rv1298,rpmE,-0.054816303120149755,0.7836
Rv3406,,-0.05468462016342865,0.7114
Rv0127,mak,-0.05417659816264147,0.7405
Rv1696,recN,-0.05408009085623813,0.6558
Rv0296c,,-0.053901858470033426,0.6438
Rv0562,grcC1,-0.053130542815652534,0.7272
Rv0308,,-0.05235940163257136,0.9715
Rv3011c,gatA,-0.052210364914073874,0.7057
Rv1270c,lprA,-0.051818865538464494,0.7132
Rv0158,,-0.05151417846116164,0.7047
Rv2138,lppL,-0.05108197616698128,0.8605
Rv0356c,,-0.05057086852307826,0.6696
Rv2133c,,-0.0502610868242767,0.6404
Rv3309c,upp,-0.05018768033052977,0.7166
Rv0330c,,-0.05017990295365833,0.7537
Rv1363c,,-0.050022714607041746,0.7869
Rv1832,gcvB,-0.049885846500137755,0.6685
Rv2995c,leuB,-0.0491365992689143,0.7279
Rv2537c,aroD,-0.04873798913784163,0.9729
Rv0183,,-0.047028207258319965,0.6315
Rv1594,nadA,-0.04681614817193984,0.8542
Rv0494,,-0.046354833822275905,0.7258
Rv2703,sigA,-0.04579964275639839,0.7443
Rv0753c,mmsA,-0.045739825182072646,0.6811
Rv3393,iunH,-0.04570980184835442,0.7206
Rv0176,,-0.04552851169023114,0.9596
Rv1082,mca,-0.04548609458645663,0.7171
Rv1865c,,-0.045402734078296286,0.7213
Rv3339c,icd1,-0.044931601563533964,0.7973
Rv0774c,,-0.044906747041106844,0.7755
Rv3582c,ispD,-0.044861263875977095,0.6884
Rv0538,,-0.044620098662186844,0.7006
Rv2319c,,-0.04447349274137023,0.7869
Rv3800c,pks13,-0.04433290810730724,0.2921
Rv0293c,,-0.04341641363134424,0.7239
Rv3580c,cysS1,-0.04228848394202672,0.7911
Rv3158,nuoN,-0.04222348760436077,0.8026
Rv2869c,rip,-0.04183918562396923,0.7921
Rv0888,,-0.04182560380074068,0.6432
Rv1336,cysM,-0.04142226902090395,0.7819
Rv3617,ephA,-0.041359060196402245,0.7654
Rv2962c,,-0.040793099238810665,0.8199
Rv1602,hisH,-0.04061712409505772,0.7524
Rv0933,pstB,-0.040559002646002186,0.7922
Rv3291c,lrpA,-0.040401114193516705,0.8533
Rv3295,,-0.0401611026336727,0.7456
Rv3313c,add,-0.03977591150591097,0.7825
Rv1605,hisF,-0.03924394919490462,0.6524
Rv1703c,,-0.03872235693036953,0.7685
Rv0780,purC,-0.03834780508760298,0.7089
Rv3676,crp,-0.037971972870301164,0.7127
Rv3879c,espK,-0.03752009590844343,0.8255
Rv1544,,-0.037489280150227025,0.7373
Rv0819,mshD,-0.037315263172895366,0.7361
Rv2418c,,-0.0371182738002828,0.5778
Rv1538c,ansA,-0.03584855160782189,0.8301
Rv2854,,-0.0353088279136133,0.8141
Rv1391,dfp,-0.03505963285079708,0.8309
Rv0951,sucC,-0.0346901723969634,0.7862
Rv0777,purB,-0.034339836673661105,0.7803
Rv0602c,tcrA,-0.03426078202164395,0.6706
Rv3497c,mce4C,-0.03417544625232664,0.8398
Rv0729,xylB,-0.033355289662874425,0.7133
Rv1388,mihF,-0.032833190124032685,0.8087
Rv2294,,-0.03263839851833934,0.7714
Rv3485c,,-0.03235582895487137,0.7998
Rv2605c,tesB2,-0.03233737264434894,0.7077
Rv0044c,,-0.03166740209211044,0.7605
Rv3318,sdhA,-0.03114694404443341,0.7802
Rv1173,fbiC,-0.030872628501332124,0.8903
Rv3224,,-0.03030709653548428,0.7628
Rv0088,,-0.030072018773138996,0.9139
Rv2134c,,-0.029958110349880662,0.7697
Rv0525,,-0.029684239115004292,0.9131
Rv3404c,,-0.02930550533870229,0.7682
Rv2676c,,-0.029016510007316875,0.7284
Rv0500,proC,-0.028988687920088376,0.8415
Rv2103c,vapC37,-0.02878632326495495,0.7624
Rv0091,mtn,-0.02842131647911021,0.7898
Rv0015c,pknA,-0.028217951131961738,0.7652
Rv3200c,,-0.028188128558358387,0.8319
Rv2727c,miaA,-0.027883145722619743,0.8276
Rv1486c,,-0.02771672366459055,0.7861
Rv0139,,-0.027520339754467688,0.8625
Rv2019,,-0.026704909357581495,0.8537
Rv0036c,,-0.026678421168572365,0.7677
Rv2951c,,-0.026173684798222466,0.8106
Rv1962c,vapC35,-0.026172238970811224,0.8281
Rv2754c,thyX,-0.02612003303074782,0.6489
Rv3859c,gltB,-0.026100903458961162,0.8421
Rv1700,,-0.024365523120989153,0.8619
Rv1489,,-0.024340063435143448,0.794
Rv0433,,-0.02376827255984497,0.8114
Rv2125,,-0.02346169463931798,0.8213
Rv2501c,accA1,-0.023329648048392975,0.7973
Rv3212,,-0.023243598247963928,0.8163
Rv1505c,,-0.021864601632093125,0.8015
Rv2351c,plcA,-0.02110516031515929,0.8452
Rv1781c,malQ,-0.02061315268628194,0.9043
Rv3634c,galE1,-0.02048039465169995,0.8646
Rv1570,bioD,-0.02029977410912065,0.8289
Rv0884c,serC,-0.02005115060242028,0.8285
Rv0630c,recB,-0.01921608158956785,0.8308
Rv3362c,,-0.019199133909778617,0.8329
Rv1509,,-0.018966173366838493,0.8025
Rv1384,carB,-0.018927305765952484,0.7795
Rv1857,modA,-0.01886852380416207,0.8239
Rv1362c,,-0.016718629541770468,0.9215
Rv2241,aceE,-0.01628966571411328,0.84
Rv0444c,rskA,-0.01623700800121067,0.7896
Rv1151c,,-0.016037869177344153,0.8209
Rv0119,fadD7,-0.015594894623816916,0.8367
Rv3034c,,-0.015354411235320786,0.8305
Rv2140c,TB18.6,-0.015313055494505621,0.8729
Rv1323,fadA4,-0.015261321998134706,0.886
Rv3878,espJ,-0.014894167590415047,0.9356
Rv3246c,mtrA,-0.014431190104438945,0.951
Rv0535,,-0.013649072404488762,0.8986
Rv1507c,,-0.013039966865878855,0.9341
Rv1798,eccA5,-0.012977221065030117,0.8963
Rv3598c,lysS,-0.012974958427035473,0.832
Rv0994,moeA1,-0.012692902211440368,0.9251
Rv3602c,panC,-0.012189893266290504,0.8772
Rv0634A,,-0.01215570021624154,0.8409
Rv3855,ethR,-0.011764549965104319,0.8923
Rv1638,uvrA,-0.010594425050220617,0.8694
Rv0902c,prrB,-0.010077288665617096,0.9764
Rv0576,,-0.009966711784255207,0.8772
Rv3814c,,-0.008766058660940934,0.9032
Rv1617,pykA,-0.008512186855283337,0.8803
Rv0174,mce1F,-0.008381107529126325,0.838
Rv0186,bglS,-0.008354449050279532,0.8421
Rv1338,murI,-0.007847288392861099,0.9104
Rv0631c,recC,-0.007396927371327075,0.917
Rv3916c,,-0.0072480402110992785,0.8944
Rv1743,pknE,-0.007186940391495146,0.913
Rv1644,tsnR,-0.007185782228249086,0.9471
Rv0732,secY,-0.006624366897042871,0.9795
Rv0533c,fabH,-0.006485130412335735,0.8864
Rv0647c,,-0.006445155402274609,0.9618
Rv3693,,-0.00626374639316783,0.9923
Rv3139,fadE24,-0.005936796094211765,0.9595
Rv1689,tyrS,-0.005592285251985186,0.848
Rv3405c,,-0.0054328861786858505,0.7683
Rv0242c,fabG4,-0.004776056835794046,0.8924
Rv3410c,guaB3,-0.004744014444024718,0.867
Rv3266c,rmlD,-0.004526903302382874,0.9959
Rv0222,echA1,-0.00437511606651368,0.9163
Rv0906,,-0.0036321460241478315,0.989
Rv2538c,aroB,-0.0035224712770512245,0.8652
Rv3194c,,-0.0028405009541614358,0.8964
Rv1564c,treX,-0.0024102816962078663,0.977
Rv2947c,pks15,-0.0017486883923333884,0.8552
Rv3834c,serS,-0.0010250054007634416,0.9472
Rv2498c,citE,-0.0009121721029856336,0.9996
Rv1118c,,-0.0007431363222759062,0.8611
Rv2249c,glpD1,-0.0005912298582485196,0.9862
Rv2067c,,-0.0004717104793549813,0.8772
Rv3218,,-0.00046880720793541597,0.9462
Rv2970c,lipN,-0.0003985244925529537,0.9507
Rv1156,,0.0008987148034429354,0.9544
Rv1443c,,0.001071050696539001,0.9799
Rv1637c,,0.0012688499210465262,0.9691
Rv0181c,,0.0014014940883382997,0.9765
Rv2857c,,0.0015935315163800136,0.9498
Rv2327,,0.002071879048280311,0.9621
Rv1421,,0.0030914439818724633,0.9615
Rv2511,orn,0.0043983667259572656,0.9926
Rv3356c,folD,0.005385661649596861,0.9842
Rv1449c,tkt,0.005829379992921913,0.9584
Rv0473,,0.006284538636540584,0.8211
Rv0952,sucD,0.006409320121296853,0.948
Rv0634c,,0.0073366246693211444,0.9654
Rv0966c,,0.0074805049139171536,0.7285
Rv3028c,fixB,0.007660038310548917,0.9579
Rv3556c,fadA6,0.00782151634235308,0.9419
Rv2504c,scoA,0.008297741335716965,0.9298
Rv2895c,viuB,0.00869962548945128,0.9191
Rv0059,,0.009022019629748553,0.8332
Rv2919c,glnB,0.009227506807534102,0.9307
Rv2614c,thrS,0.009653923287898153,0.9531
Rv3767c,,0.010161694358942588,0.8627
Rv2788,sirR,0.010183056287881265,0.9626
Rv1618,tesB1,0.010389502753015237,0.8099
Rv0989c,grcC2,0.010895028584507806,0.8567
Rv1919c,,0.011722334114696293,0.9433
Rv2711,ideR,0.012052282297771628,0.9043
Rv0422c,thiD,0.012955762104958522,0.8905
Rv0773c,ggtA,0.013740610310690132,0.9594
Rv1015c,rplY,0.0140334905194551,0.9206
Rv3667,acs,0.014128455557451729,0.9126
Rv2448c,valS,0.01440948551057339,0.9441
Rv1442,bisC,0.01497846619925781,0.8658
Rv2421c,nadD,0.015721705472350283,0.9333
Rv0265c,,0.015732479804946194,0.9833
Rv3754,tyrA,0.016276099990392857,0.9301
Rv1876,bfrA,0.01653165772836336,0.973
Rv0173,lprK,0.016721221754519962,0.8729
Rv2535c,pepQ,0.016937900883876686,0.9354
Rv0196,,0.017232193829444558,0.8399
Rv2135c,,0.018219818417098736,0.9169
Rv1820,ilvG,0.01983678309489156,0.9383
Rv3791,dprE2,0.02063992953538148,0.973
Rv2589,gabT,0.020684362270853036,0.8619
Rv1996,,0.020871273405921393,0.8423
Rv2673,aftC,0.022197261628831896,0.9774
Rv3068c,pgmA,0.023086631924315315,0.7375
Rv0822c,,0.023212566754453923,0.8471
Rv0177,,0.023712404293020788,0.9044
Rv1723,,0.024032674319981535,0.8939
Rv0148,,0.024271590963653247,0.7673
Rv0668,rpoC,0.024596539747909117,0.7962
Rv2773c,dapB,0.02541743810174578,0.7096
Rv1240,mdh,0.025539431343009653,0.9311
Rv0877,,0.025867267341468048,0.8717
Rv2952,,0.02610756709724088,0.7683
Rv1292,argS,0.02612859739787841,0.9084
Rv3684,,0.026959101442181395,0.9816
Rv0730,,0.027456884099440332,0.8046
Rv0135c,,0.027533968483145307,0.9436
Rv2977c,thiL,0.0275462718980239,0.9417
Rv1308,atpA,0.027783922053580015,0.7393
Rv3796,,0.02799746618432289,0.9402
Rv3433c,,0.028125687243970753,0.835
Rv1732c,,0.02864154643999067,0.8936
Rv2841c,nusA,0.02866923606139109,0.9979
Rv3782,glfT1,0.02915409872897382,0.9381
Rv3283,sseA,0.029355740195411054,0.9785
Rv0871,cspB,0.029555742010405475,0.8518
Rv1796,mycP5,0.02971571307907601,0.9462
Rv2976c,ung,0.03004071117001449,0.7565
Rv0770,,0.03049498386671957,0.9299
Rv1276c,,0.03068497352163755,0.8366
Rv3813c,,0.030733323460501925,0.913
Rv3459c,rpsK,0.03134817900179624,0.9936
Rv2678c,hemE,0.03140253017907353,0.9609
Rv2679,echA15,0.031443047650880226,0.7232
Rv0788,purQ,0.0332281327761397,0.8624
Rv2726c,dapF,0.033355244786601214,0.8278
Rv1266c,pknH,0.03413736712175628,0.9202
Rv2748c,ftsK,0.03443989692254859,0.8547
Rv1498c,,0.03446157255114464,0.9863
Rv0171,mce1C,0.03469538239865881,0.9247
Rv3609c,folE,0.034890693111437006,0.8833
Rv3401,,0.034970764680582134,0.6871
Rv2151c,ftsQ,0.03526528365435035,0.891
Rv0452,,0.03548009099452552,0.9667
Rv1609,trpE,0.03605148228270009,0.9185
Rv3592,,0.03627095294644822,0.8751
Rv3107c,agpS,0.0363805833133213,0.6057
Rv3591c,,0.036876419710555296,0.7535
Rv1389,gmk,0.037022648127882654,0.8179
Rv1177,fdxC,0.03718344484616994,0.881
Rv0418,lpqL,0.03848529083613347,0.9885
Rv2873,mpt83,0.039292085903431424,0.9925
Rv2906c,trmD,0.03937088075224924,0.8124
Rv3807c,,0.03945009997643218,0.7961
Rv2205c,,0.03956561761880856,0.952
Rv3262,fbiB,0.040465144747251526,0.8684
Rv1626,,0.041662347356534526,0.8424
Rv2445c,ndkA,0.042461037665695374,0.857
Rv2702,ppgK,0.042826677765668515,0.9895
Rv0992c,,0.04288605541447281,0.7823
Rv0063,,0.04372919024010943,0.939
Rv3052c,nrdI,0.044264808733182975,0.7583
Rv2198c,mmpS3,0.04448598996747054,0.9023
Rv2417c,,0.04459576381892251,0.7763
Rv2697c,dut,0.044611638104624415,0.9075
Rv3519,,0.044703574373839775,0.7356
Rv1263,amiB2,0.045554918442246455,0.8661
Rv1650,pheT,0.04591574062460592,0.639
Rv0333,,0.04655977796769237,0.7599
Rv1833c,,0.04661863533168053,0.7017
Rv2201,asnB,0.04716464925027264,0.5127
Rv3647c,,0.04888114530542859,0.8424
Rv3563,fadE32,0.04892125045593887,0.718
Rv0791c,,0.04912810512091246,0.8573
Rv2861c,mapB,0.049333459196222014,0.7525
Rv0319,pcp,0.049499789996474496,0.844
Rv0352,dnaJ1,0.05073804195122066,0.9754
Rv1956,higA,0.05112604172517507,0.9222
Rv1513,,0.051192576408415125,0.7884
Rv2409c,,0.051943546457648454,0.6349
Rv2520c,,0.05223176308639346,0.8117
Rv3909,,0.052299083308189484,0.9538
Rv1100,,0.05254398368764038,0.798
Rv0137c,msrA,0.05294989151291475,0.8185
Rv0365c,,0.05381471717955728,0.8682
Rv0927c,,0.054184622551261614,0.6331
Rv0523c,,0.055999239033356255,0.8055
Rv3319,sdhB,0.056038455645346465,0.9786
Rv0223c,,0.05617726383324485,0.693
Rv0014c,pknB,0.05618759881472509,0.8451
Rv2763c,dfrA,0.05702311948502362,0.543
Rv2068c,blaC,0.057135513423294426,0.9835
Rv0651,rplJ,0.057631975946629985,0.7295
Rv0469,umaA,0.057646733113834545,0.7029
Rv0129c,fbpC,0.05958853419339944,0.7667
Rv3265c,wbbL1,0.06008710956219809,0.8564
Rv1852,ureG,0.06013129882409008,0.4986
Rv3710,leuA,0.06044319859919386,0.6136
Rv1595,nadB,0.06140279073139802,0.6634
Rv2178c,aroG,0.0614173244608707,0.6298
Rv1019,,0.06180224847849385,0.7295
Rv2202c,adoK,0.06206379184302413,0.9406
Rv1328,glgP,0.06299884462683578,0.6121
Rv0155,pntAa,0.06374478315445471,0.8444
Rv1629,polA,0.06452000509793947,0.5711
Rv2604c,snoP,0.0646421571518947,0.6975
Rv2363,amiA2,0.06494666136024418,0.9403
Rv3015c,,0.06535896029582668,0.9855
Rv3336c,trpS,0.06582797711546079,0.7884
Rv0303,,0.0661839601222136,0.7695
Rv0019c,fhaB,0.06657920252952654,0.9207
Rv3748,,0.06688381057259835,0.6274
Rv2965c,kdtB,0.06695113340672415,0.8686
Rv0811c,,0.06700712645317343,0.9184
Rv1480,,0.06746347539815507,0.7931
Rv3081,,0.06839394250886545,0.3127
Rv0701,rplC,0.06843469154130796,0.5288
Rv1248c,,0.06865579101884578,0.6005
Rv0404,fadD30,0.06868715080562847,0.5686
Rv2724c,fadE20,0.06905903199255828,0.9527
Rv1837c,glcB,0.06969649236591069,0.7249
Rv0050,ponA1,0.06973552033716546,0.9377
Rv2928,tesA,0.07069820685525104,0.656
Rv1880c,cyp140,0.07152678336524727,0.5775
Rv2585c,,0.07218243826435297,0.9665
Rv3723,,0.07231819218239874,0.8044
Rv3843c,,0.07468807616990138,0.9622
Rv2893,,0.07502764174516859,0.5378
Rv2985,mutT1,0.07546277451177943,0.9447
Rv1458c,,0.0758258684506621,0.8603
Rv0716,rplE,0.07663713393942712,0.5132
Rv3090,,0.07707230897718245,0.9892
Rv1296,thrB,0.07777263389641992,0.6596
Rv0685,tuf,0.07798389497026063,0.7782
Rv3014c,ligA,0.07813150708062229,0.3153
Rv0813c,,0.07819384872794438,0.7176
Rv1026,,0.07853882709671782,0.841
Rv3559c,,0.07918707202482561,0.7078
Rv3141,fadB4,0.07933467406817796,0.6347
Rv3922c,,0.08004950282886249,0.9276
Rv3397c,phyA,0.08033970011262083,0.6543
Rv1944c,,0.08090263025395505,0.5524
Rv1379,pyrR,0.0809627491872797,0.9785
Rv0254c,cobU,0.08194923263947895,0.7494
Rv1747,,0.08286587174483753,0.7409
Rv2967c,pca,0.08297818311512811,0.3688
Rv3390,lpqD,0.08338349056429109,0.9818
Rv2419c,gpgP,0.0841349626504015,0.6832
Rv1822,pgsA2,0.08413609196570361,0.957
Rv2872,vapC43,0.08427222648763946,0.8587
Rv3755c,,0.08452871275541936,0.7587
Rv1850,ureC,0.08459115165195003,0.427
Rv2925c,rnc,0.08487687307365341,0.7741
Rv3729,,0.08525794795197392,0.9614
Rv0497,,0.08592679083044714,0.9225
Rv0328,,0.0863613193294897,0.5068
Rv2047c,,0.08675710776705911,0.8225
Rv0764c,cyp51,0.08741495157673776,0.4546
Rv1407,fmu,0.08881214061926115,0.2006
Rv3102c,ftsE,0.08890489190299447,0.9932
Rv0768,aldA,0.08958912169189989,0.482
Rv0169,mce1A,0.09050215480864662,0.9493
Rv3389c,htdY,0.09108680650495517,0.8317
Rv3816c,,0.09157847688229195,0.7239
Rv2588c,yajC,0.09159141240702076,0.7963
Rv3536c,hsaE,0.09170472341553071,0.318
Rv0313,,0.09183882150003647,0.6117
Rv0479c,,0.09351815617304808,0.8687
Rv0480c,,0.0940408548505899,0.486
Rv2115c,mpa,0.09422900779851008,0.6822
Rv0334,rmlA,0.09447309798619896,0.7056
Rv2658c,,0.09534859380060565,0.7825
Rv1023,eno,0.09572021568181786,0.7813
Rv2847c,cysG,0.09650636961771572,0.3985
Rv0807,,0.09669999004738716,0.3811
Rv2921c,ftsY,0.09694629588325124,0.8479
Rv3868,eccA1,0.0969937593523131,0.0686
Rv2326c,,0.09787612613378192,0.7372
Rv2776c,,0.0990799732902913,0.9254
Rv0153c,ptbB,0.09933851721463195,0.2496
Rv0724,sppA,0.09978039031340183,0.3394
Rv0484c,,0.10058004459696462,0.4657
Rv1874,,0.10083372406070945,0.6032
Rv2575,,0.10097760084541195,0.9802
Rv1546,,0.10108376687861714,0.3658
Rv0554,bpoC,0.10117734703602352,0.5096
Rv2747,argA,0.10222239051118426,0.538
Rv2552c,aroE,0.10251642798673902,0.4232
Rv0821c,phoY2,0.10255636333315289,0.6505
Rv3837c,,0.10299770347718419,0.5771
Rv1238,sugC,0.1033877973591248,0.5296
Rv0123,,0.10393586494710849,0.9196
Rv1932,tpx,0.10421784809726854,0.735
Rv3852,hns,0.10468326770121304,0.9929
Rv1691,,0.10521813092476949,0.9919
Rv2716,,0.10522331842598477,0.4253
Rv3025c,iscS,0.10540399460482251,0.9436
Rv0899,arfA,0.10544792947511177,0.8035
Rv1882c,,0.10625345212682379,0.99
Rv1526c,,0.10632433786130412,0.8192
Rv2613c,,0.1063955439620741,0.4363
Rv3029c,fixA,0.10717044285157831,0.5959
Rv2005c,,0.10854006108132389,0.5529
Rv1825,,0.10855620399855126,0.8637
Rv0392c,ndhA,0.10877794538007528,0.7345
Rv0667,rpoB,0.10879039655823601,0.2444
Rv1257c,,0.10925617358041101,0.7352
Rv0247c,,0.11034753508228841,0.8077
Rv0412c,,0.11091631943831932,0.8234
Rv0991c,,0.11131876951378668,0.523
Rv3419c,gcp,0.11151809839053695,0.4911
Rv2564,glnQ,0.11229371560772324,0.3721
Rv3039c,echA17,0.112802026327438,0.0839
Rv0972c,fadE12,0.11302739577507041,0.9326
Rv1536,ileS,0.11355811914120525,0.298
Rv3525c,,0.11415704430243319,0.3891
Rv0180c,,0.11425930842094528,0.7917
Rv1817,,0.11433031228860732,0.4883
Rv1698,mctB,0.11503783132097051,0.8936
Rv3210c,,0.11565519283948984,0.3597
Rv1225c,,0.11578821756597976,0.7259
Rv2934,ppsD,0.1161030026468183,0.9056
Rv1144,,0.11622051981671207,0.4605
Rv0380c,,0.11624401747653086,0.4393
Rv0751c,mmsB,0.11675627427654875,0.5919
Rv2131c,cysQ,0.11712962126911498,0.2075
Rv1340,rphA,0.11766388382308446,0.3035
Rv2622,,0.11770041430280084,0.3718
Rv3320c,vapC44,0.1177301760671397,0.6731
Rv0758,phoR,0.11877303863874565,0.8272
Rv0802c,,0.1189594708593204,0.7462
Rv1334,mec,0.11981214052122716,0.4641
Rv3161c,,0.12000046262724845,0.7271
Rv0702,rplD,0.12075575419006462,0.6167
Rv2033c,,0.12160158516150138,0.6971
Rv3365c,,0.1217938230559709,0.8857
Rv1070c,echA8,0.12185961283752093,0.2045
Rv0248c,,0.12228037284073538,0.3264
Rv2257c,,0.12286598478423373,0.3705
Rv2525c,,0.1235062488007152,0.5534
Rv2188c,pimB,0.12387642414099434,0.6738
Rv0052,,0.12402484858683832,0.6726
Rv3520c,,0.12409331803093585,0.7674
Rv1287,,0.1254199596669901,0.5343
Rv0332,,0.1254734516608402,0.2964
Rv1311,atpC,0.125480036234645,0.6202
Rv2060,,0.1256391977500022,0.7906
Rv2563,,0.1256391977500022,0.7906
Rv0227c,,0.12671413262297374,0.8201
Rv2264c,,0.126783463387818,0.691
Rv1088a,,0.126783463387818,0.691
Rv0072,,0.12690699753088328,0.807
Rv0240,vapC24,0.12721174649257286,0.3755
Rv0391,metZ,0.12740808628702202,0.135
Rv1568,bioA,0.12743136752180184,0.5572
Rv3366,spoU,0.1275433311403419,0.5599
Rv1339,,0.12759906474925645,0.2835
Rv2142c,parE2,0.1277096545338236,0.2329
Rv3322c,,0.12815519094655203,0.5818
Rv1561,vapC11,0.12843424404752,0.3405
Rv1162,narH,0.13071402757191683,0.5904
Rv1056,,0.13082800002209977,0.4095
Rv0312,,0.13138919517586525,0.8154
Rv0170,mce1B,0.13172073689590397,0.9638
Rv0043c,,0.13260108933764655,0.7652
Rv2050,,0.1329017562293813,0.7472
Rv1475c,acn,0.13327971137688047,0.2593
Rv3600c,,0.13353014648039555,0.3522
Rv0492c,,0.13472314433072952,0.7794
Rv1483,fabG1,0.13483672932982932,0.2082
Rv0482,murB,0.1359555643384686,0.5114
Rv3010c,pfkA,0.1369483425680839,0.6418
Rv1808,PPE32,0.1375652076102822,0.4347
Rv3850,,0.13932175839635008,0.9527
Rv0712,,0.13948312757760484,0.2341
Rv2130c,mshC,0.13987402865833806,0.7482
Rv0483,lprQ,0.140064215320977,0.6603
Rv3646c,topA,0.14016352215286385,0.0235
Rv1021,,0.14060659530657887,0.6328
Rv0681,,0.14155130437335048,0.3461
Rv1654,argB,0.14164951636596293,0.6285
Rv3557c,,0.14290162470424914,0.6991
